sentence,stanceConsolidated,stanceNotConsolidated,coderConsolidated,coderNotConsolidated,publishDate,title,publisherGroup,publisher,category,keywordGroups,keywords,author
"Ta ei avaldanud täiendavat informatsiooni võrugstike tegevuste kohta, öeldes ainult, et nende eesmärk oli „sotsiaalselt ja poliitiliselt ärgitada poolakate vaenu ukrainlaste vastu, õõnestades kohalikku ajalookäsitlust, asendades selle venelaste narratiiviga”.",MH,MH,J,J,18.05.2018 06:22,Varssavi teatas Vene hübriidsõja võrgustike tabamisest,EkspressGrupp,Delfi,,['rahvus'],['ukrainla'],
Nende inimeste integratsioon on ebaõnnestunud ja FVD arvates oleks siin suurepäraseks vahendiks tagasimigratsioon.,2,2,J,J,09.03.2017 12:09,Hollandi valimistel teeb ilma veel üks euroskeptiline partei,UuedUudised,UuedUudised,Maailm,['ränne'],['migra'],
"Jaak Madisoni sõnul seisab Eesti teelahkmel – kas jätkata rahvusriigina või alluda globalistide survele ja manduda multikultuurseks europrovintsiks?„Eestis tõstavad pead jõud, kes tahavad meie riigi senisel kujul ära lõpetada ning asendada see Eesti Vabariigi nimelise geograafilise punktiga, kus annavad tooni immigrandid Kolmandast maailmast.",MH,MH,J,J,11.12.2018 09:39,Jaak Madison kutsub viljandimaalasi vestlusõhtutele,UuedUudised,UuedUudised,Eesti,"['ränne', 'paremäärmus']","['migra', 'globalist', 'multikult']",
"Kas olete kindel, et ükski hääl ei lähe rändama – isegi pärast selliseid pingeid, mis üheks õhtuks kerkisid punkti, kus valitsus näis kohe-kohe laiali minevat?.",MH,MH,J,J,21.08.2019 21:05,Kadri Simson: EKRE pärast see valitsus ei lagune,EkspressGrupp,Maaleht,,['ränne'],['rända'],
"Viimastel nädalatel on Iisraeli-Palestiina pinget teravdanud mitu asjaolu, sealhulgas Jeruusalemmas moslemite usupüha tähistamisele seatud piirangud ja Iisraeli ülemkohtus arutatav kohtuasi, milles juudi asunikud nõuavad umbes 70 Jeruusalemmas elava palestiinlase kodust väljaajamist.",MH,MH,J,J,12.05.2021 00:05,Raketiplahvatused ja õhusireenid. Iisraeli-Palestiina konflikt ägenes taas,EkspressGrupp,Eesti Päevaleht,,['rahvus'],['moslem'],Kaarel Kressa
"Kuigi neegreid kujutatakse liberaalses leeris õnnetutena (kunagise orjakaubanduse tõttu), on nad tänases maailmas väga agressiivne kogukond, mida tõestab “Black Lives Matteri” tänavapoliitika.",1,1,J,J,20.11.2020 12:59,"Kui ühiskonnas on “rassism” ja “ksenofoobia”, kas siis on kindlasti süüdi põlisrahvas?",UuedUudised,UuedUudised,Maailm,['rass'],['([\\W ]|^)neeg'],
"Ka ajutise elamisloaga pagulased, peamiselt süürlased-iraaklased, peavad saama perekondi Saksamaale kutsuda.",4,4,J,J,21.11.2017 14:54,"Saksamaa „Jamaika-koalitsioon“ läks lõhki, riik jäi valitsuseta",EkspressGrupp,Eesti Ekspress,,"['pagulased', 'mittekodanikud', 'rahvus']","['pagula', 'elamisloa', 'süürla', 'iraakla']",
"Ojuland ei täpsusta, milline seos on sel sisserändega.",MH,MH,J,J,20.08.2015 21:30,Kuidas sünnivad müüdid ja kuidas neid purustada?,EkspressGrupp,Eesti Päevaleht,,['ränne'],['rände'],
Jatsenjuki sõnul on koostatud 12 videoklippi Hitleri-vastase koalitsiooni erinevatel rinnetel ja erinevates armeedes natsismi vastu võidelnud ukrainlaste saatusest.,MH,MH,J,J,30.04.2015 11:12,Jatsenjuk: Venemaa üritab võidu Teises maailmasõjas privatiseerida,EkspressGrupp,Delfi,,['rahvus'],['ukrainla'],
"Hoolimata kristlaste tagakiusamisest toetab paavst islamipagulaste invasiooni, õigemini ei seisa selle vastu, pidades ka arvukaid moslemimigrante abivajajateks.",MH,MH,J,J,26.08.2018 12:40,Miks võtab katoliku kirikul homopreestrite hukkamõistmine nii palju aega?,UuedUudised,UuedUudised,Maailm,"['ränne', 'pagulased', 'rahvus']","['migra', 'pagula', 'moslem', 'islam']",
"Seda ilmselt nii tahtlikult ebaõnnestunud integratsiooniprotsessi, mida on tehtud vaid loosungite tasemel, kui saabunud kümnete tuhandete sisserändajate ja võõrtööliste tõttu, peamiselt Ukrainast, Venemaalt ja Valgevenest.",MH,MH,J,J,13.08.2018 13:33,Henn Põlluaas: Vasakvalitsus käivitab uusvenestamisprogrammi,UuedUudised,UuedUudised,Arvamus,"['ränne', 'välistööjõud']","['rända', 'võõrtöö']",
"See ongi lääneliku poputava ja poliitkorrektse migratsiooni suur viga, mis ei lase migrantidest suuremat kasu saada.",2,2,J,J,26.08.2019 15:57,"Pensionist vaadatuna läbi laste, säästude ja migrantide",UuedUudised,UuedUudised,Eesti,['ränne'],['migra'],
Samas on Soldiers of Odiniga seotud inimesi seostatud ka välismaalastevastaste rünnakutega.,2,2,J,J,27.01.2016 10:35,Soome pagulasvastane organisatsioon Soldiers of Odin üritab Eestisse laieneda,EkspressGrupp,Delfi,,['välistööjõud'],['välismaala'],
* Praegu välismaal viibivad võõrtöölised ajutiste piirangute tõttu Eestisse tulla ei saa.,3,3,J,J,08.04.2020 16:31,Põllumajanduses töötava võõrtöölise luba pikeneb 31. juulini,EkspressGrupp,Ärileht,,['välistööjõud'],['võõrtöö'],Romet Kreek
Ungari positsioon on migrandid peatada.,2,2,J,J,27.09.2020 06:53,Kaspar Arro: toetame Visegradi riikide konstruktiivset migratsioonipoliitikat,UuedUudised,UuedUudised,Arvamus,['ränne'],['migra'],
"Venelased avasid 25. novembril ukrainlaste pihta Mustal merel Kert�i väina lähistel tule, vigastades kolme inimest, vangistades tosin Ukraina mereväelast ja konfiskeerides mitu nende alust.",MH,MH,J,J,03.12.2018 06:32,Vladimir Putin kirjeldas G20 kohtumisel kätega vehkides ukrainlaste „provokatsiooni“,EkspressGrupp,Delfi,,['rahvus'],['ukrainla'],
"See on massi-immigratsioon, sest väga suur osa immigrantidest on majandusmigrandid,” rääkis Ungari välisminister.“Sest kui sa oled Horvaatias ja soovid edasi liikuda Sloveeniasse või Sloveeniast edasi Austriasse, siis sa ei saa olla põgenik, sest sinu elu ei ole ju enam ohus ei Horvaatias, Sloveenias ega Ungaris,” leidis Szijjįrtó.Tema hinnangul ei liigu immigrandid Lääne-Balkani riikide kaudu kulgevat marsruuti mööda põhja poole mitte seetõttu, et nende elu on ohus, vaid selle tõttu, et nad otsivad majanduslikus mõttes paremat elu ning seetõttu tahavad elada Saksamaal.“See on põhjus.",2,2,J,J,10.12.2015 09:38,Eestit külastav Ungari välisminister: Euroopa Liit ei ole rändekriisiga toime tulnud,UuedUudised,UuedUudised,Maailm,"['ränne', 'pagulased']","['migra', 'põgenik']",
"Ehkki viimastel nädalatel on koroonaviiruse tõttu illegaalsete piiriületuskatsete arv Kreeka-Türgi piiril vähenenud, pelgab Kreeka valitsus, et üsna pea on oodata uut migratsioonilainet.",3,3,J,J,02.05.2020 06:16,Rändekriisi häirekell kõlab endiselt: Türgi võib peagi migrandid taas valla päästa,UuedUudised,UuedUudised,Maailm,"['ränne', 'pagulased']","['migra', 'illegaal']",
Martin Helme sõnul ei tähendaks rändeleppega mitteliitumine mingit välispoliitilise kursi muutust – meie lõunanaabrid Läti ja Leedu ajavad hoopis iseseisvamat poliitikat ja Läti ei ühine ka rändeleppega.,2,2,J,J,09.12.2018 19:13,"“Räägime asjast”: isegi kui Eesti rändepakti heaks kiidab, astume esimesel võimalusel sellest välja",UuedUudised,UuedUudised,Eesti,['ränne'],['rände'],
"Kui ametivõimud süürlase korterisse tungisid, ründas ta neid ja politseikoera kirvega.",MH,MH,J,J,31.05.2018 12:56,Hollandis langes kirvega islamiäärmuslase ohvriks teda takistanud politseikoer,UuedUudised,UuedUudised,Maailm,['rahvus'],['süürla'],
"Seega moslem peaks piimatoodete valikul vältima toiduaineid, mis sisaldavad selliseid koostisosi nagu ˛elatiin, ensüümid, emulgaatorid ja igasugused lisandid (sealhulgas maitseained), sest nende koostisosade päritolu ja valmistamisviis ei ole tavaliselt teada.",MH,MH,J,J,14.07.2019 06:08,"Lugeja küsib: mis on halal-piimatooted? Selgitame, aga ei propageeri",UuedUudised,UuedUudised,Eesti,['rahvus'],['moslem'],
"Näiteks kas hakkame pagulasi steriliseerima, sest eestlust peavad edasi kandma ju ainult puhtaverelised eestlased.",MH,MH,J,J,11.12.2015 21:55,"Aasta naised 2015 usuvad eeskujudesse: täna kõneled sina, homme su tütar, ülehomme tütretütar",EkspressGrupp,Eesti Päevaleht,,['pagulased'],['pagula'],
Ringi teises ­ääres istuvad ja end õliga määrivad pehlivan’id märkavad kahte võõramaalasest blondi.,MH,MH,J,J,20.09.2016 21:30,Õlised kehad ja lendavad nooled,EkspressGrupp,Eesti Ekspress,,['välistööjõud'],['võõramaala'],
"Sotsiaalmeedias täna levinud infot kontrollides selgitas politsei välja, et tegemist on alusetu kuulujutuga, justkui elaks Sitsi tänaval kahes korteris kümneid põgenikke, kes vägistasid 13-aastase tüdruku.",3,3,J,J,19.02.2016 19:25,Politsei: sotsiaalmeedias levitati 13-aastase tüdruku vägistamise kohta valeteadet,EkspressGrupp,Delfi,,['pagulased'],['põgenik'],
"Esimene samm sellel teel oleks kehtestada ükskord ometi tõeline sõnavabadus, kus uusliberaalsel multikultilisel ideoloogial ei oleks nii kindel ainuvõim, kus võrdselt arvestataks ja hinnataks ka konservatiivset ja rahvuslikku poliitikasuunda.",MH,MH,J,J,01.02.2019 06:46,"Malle Pärn: poliitika peab olema inim-, mitte rahakeskne",UuedUudised,UuedUudised,Arvamus,['paremäärmus'],['multikult'],
"Ta illustreeris oma kõnet statistikaga, mille järgi Brüsseli elanikkonnast 70 protsenti on praeguseks immigrandid ja tema kodulinnas Antwerpenis on 52 protsenti kooliõpilastest moslemid.",MH,MH,J,J,25.05.2016 11:49,American Renaissance kujunes ülemaailmseks rahvuslaste kokkutulekuks,UuedUudised,UuedUudised,Eesti,"['ränne', 'rahvus']","['migra', 'moslem']",
"Kell 7.35 helistas selleks hetkeks koos Lindhiga tualetti põgenenud naine uuesti ja kinnitas politseile, et noaga relvastatud migrant viibib ikka veel hoones.",MH,MH,J,J,28.10.2020 08:20,"Rootsis õitseb vägistamiskultuur, politsei vaatab poliitkorrektselt pealt",UuedUudised,UuedUudised,Maailm,['ränne'],['migra'],
"Kui ma pärast pikka aega Kanadas lõpuks Euroopasse pääsesin, käisin Saksamaal vaatamas seda põgenikelaagrit, kus olime.",MH,MH,J,J,25.09.2020 00:15,"Rein Taagepera igatseb endiselt. ""Kuulen end tosin korda päevas ütlemas: Mare, millal sa tagasi tuled?""",EkspressGrupp,Eesti Päevaleht,,['pagulased'],['põgenik'],Vilja Kiisler
"Sissejuhatuses räägib ajakirjanik Silja Massa, et Eestil on äärmisel range pagulaspoliitika ja ühiskonnas on levinud sisserändevastane retoorika.",3,3,J,J,19.08.2018 09:27,"Tumedanahalised eestlased Soome meediale: nahavärvist on ka kasu, suurt rassismi siin pole",EkspressGrupp,Delfi,,"['ränne', 'pagulased']","['rände', 'pagula']",
"Paljud välismaalased ja hõimudesse mitte kuuluvad inimesed kolivad Amazonase d˛unglisse, kus ostavad endale maad ja avavad kuurorte.",3,3,J,J,29.07.2020 12:06,Ayahuasca kibe pool,EkspressGrupp,Alkeemia,,['välistööjõud'],['välismaala'],
"Selles ei olnud iseenesest midagi ebatavalist: KGB ja FSB „järelvaatajad“ olid spordis üsna sagedased, eriti sportlaste ja ametnike seas, kellel oli sagedasi kontakte välismaalastega.",MH,MH,J,J,30.08.2020 17:46,DOPINGURAAMAT | Putini ülesanne oli vältida igasuguste jälgede jätmist spordiajaloo suurimas pettuses 2014. aasta Sot�i olümpiamängudel,EkspressGrupp,Eesti Päevaleht,,['välistööjõud'],['välismaala'],
"See on piisav põhjus, et olla vastu massiimmigratsioonile.",MH,MH,J,J,16.11.2015 12:26,John Morgan: 6 võimalust Pariisi rünnakutele vastata,UuedUudised,UuedUudised,Arvamus,['ränne'],['migra'],
"Globalistliku suuna eesmärgiks on multikultuurne ühiskond ja rahvusüleste organisatsioonide ülemvõim ning vahenditeks rahvusidentiteetide nõrgendamine, migratsiooni ja suurkorporatsioonide soodustamine.",3,3,J,J,27.09.2018 09:11,INTERVJUU | EKRE ridadesse astuv Jaak Valge: EKRE ei ole kindlasti rassistlik,EkspressGrupp,Delfi,,"['ränne', 'paremäärmus']","['migra', 'globalist', 'multikult']",
"See kõik häirib tõsiselt piletipatrulli töörütmi.“Varasemast on teada mitmeid juhtumeid, kus piletipatrull on tuvastanud illegaalselt riigis viibinud või töölota välismaalasi ja neid, kelle tööluba ning viisa on lõppenud või puudunud.",3,3,J,J,25.09.2019 14:10,Asjad lähevad käest: Ukraina võõrtööjõud valmistab korrakaitsjatele suurt peavalu,UuedUudised,UuedUudised,Eesti,"['pagulased', 'välistööjõud']","['illegaal', 'välismaala']",
Kas naelu kiviseina lüües?Televiisorid kui „relvad”Vana tõlgi mõte oli laiem kui üksnes ilusaid pilte afgaanide koju tuua.,MH,MH,J,J,25.08.2021 00:15,"Rene Toomse: Taliban ongi praegu Afganistanile parim võimalik lahendus, mingigi perspektiiv sellele õnnetule maale",EkspressGrupp,Eesti Päevaleht,,['rahvus'],['afgaan'],Rene Toomse
"Vastuseks Eestimaa Roheliste otsusele toetada kooseluseadust, mis seob nad globalistliku vasakpoolse agendaga, teatavad EKRE noorteliikumise Sinine Äratus juhid, et tõeliselt rohelise maailmavaate eest seisavad Eestis üksnes rahvuslased.",MH,MH,J,J,16.08.2017 13:33,Tõeliselt rohelise maailmavaate eest seisavad Eestis vaid rahvuslased,UuedUudised,UuedUudised,Eesti,['paremäärmus'],['globalist'],
"EKRE lahenduseks on migratsiooniuste sulgemine, mitte Vseviovi väide: “Loosungite taga ei peitu lahendusi.” Lahendused on ja need on ka kirja pandud, kuid rahvuskonservatiivide kritiseerija ei võta ilmselt pühas vihas ühtegi nende dokumenti kättegi.",MH,MH,J,J,28.07.2018 17:43,"Braavo, David Vseviov! Tekkiski juba küsimus, millal jälle EKRE vastu sõna “fa�istlik” välja tuuakse!",UuedUudised,UuedUudised,Arvamus,['ränne'],['migra'],
"Kui nüüd pannakse kvalifitseeritud häälteenamuse tulemusel meile mingid kohustused, siis see oleks kindlasti pretsedent,” ütles ta.sahkna sõnul on Eesti ka siiani pagulaste probleemi lahendamisse panustanud, aidanud raha ja seadmetega.",MH,MH,J,J,26.05.2015 21:30,"Valitsus on pagulaste aitamises üksmeelel. Vaieldakse aga selle üle, kuidas seda ikkagi teha",EkspressGrupp,Eesti Päevaleht,,['pagulased'],['pagula'],
"""Illegaalse immigratsiooni ennetamise ja tõrjumisega tuleb tegelda, aga stigmatiseerida kõiki sõjapõgenikke kui potentsiaalseid terroriste on moraalselt ja ka sisuliselt vale.",3,3,J,J,16.11.2015 13:31,Sven Mikser: stigmatiseerida kõiki sõjapõgenikke kui potentsiaalseid terroriste on moraalselt ja sisuliselt vale,EkspressGrupp,Delfi,,"['ränne', 'pagulased']","['migra', 'põgenik', 'illegaal']",
"Uus kavandatav varjupaigataotlejate majutuskeskuse rajatakse tõenäoliselt Vägevale, vahendas BNS sotsiaalministeeriumi teadet.“Ettevalmistused on veel pooleli ja hetkel midagi lõplikult otsustatud ei ole, kuid kõige ratsionaalsem lahendus on hetkel Vägeva erihooldekodu,” öeldakse ministeeriumi pressiteates.",3,3,J,J,23.09.2015 13:10,Sotsiaalministeerium tahab Vägevale uut pagulaskeskust,UuedUudised,UuedUudised,Eesti,['pagulased'],['varjupaigataotl'],
"Need immigrandid ei lähe aastal 2015 eesti rahva tahte vastaselt Taavi Rõivase valitsuse poolt kokku lepitud kvoodi alla, vaid tulevad Eestisse kvoodiväliselt.",3,3,J,J,20.12.2017 11:05,"Mart Helme kiri erakonnakaaslastele: 2017. aasta näitas, et meie erakonda on Eestile vaja",UuedUudised,UuedUudised,Arvamus,['ränne'],['migra'],
"Neil pole välismaalasi juhatuses, seal pole läbipaistvust.",MH,MH,J,J,16.02.2020 07:15,"Harvardi ülikooli teadur: ma ei mõista, miks on Tallinna-Helsingi tunneli ehitamiseks vaja Hiinat",EkspressGrupp,Ärileht,,['välistööjõud'],['välismaala'],Toomas Randlo
"Kiljutakse hääl kähedaks olematu immigratsiooni probleemi puhul, õigustatakse vargaid ja Eesti riigi vastaseid, aga kui läbi roolijoodiku käe läbi saab surma või jääb eluks ajaks vigaseks teie lähedane?",MH,MH,J,J,05.09.2017 09:01,"Vaata, mida arvavad Delfi lugejad Peeter Oja liiklusrikkumisest ja karistusest",EkspressGrupp,Delfi,,['ränne'],['migra'],
Riigikogu liige Andres Ammas esitas siseministrile 21. augustil rea põhjendatud küsimusi pagulas- ja põgenikekriisi kohta.,3,3,J,J,14.09.2015 11:02,"Pevkur: praeguses olukorras on keeruline hinnata, kui palju pagulasi võiks Eesti 10 aasta jooksul vastu võtta",EkspressGrupp,Eesti Päevaleht,,['pagulased'],"['pagula', 'põgenik']",
"“Kui keegi soovib Valgevene poolel pagulasseisundit taotleda, siis palun tehke seda Minskis,” ütles Morawiecki.",3,3,J,J,26.08.2021 07:43,Liberaalne Lääs on rändeküsimuse umbe jooksutanud,UuedUudised,UuedUudised,Arvamus,['pagulased'],['pagula'],
"Välismaalastelt nõutakse piiril värske viirusetesti kõrval 3000 dollari suurust deposiiti, mida hakatakse kohe kulutama uue viirusetesti (100 dollarit) peale.",MH,MH,J,J,17.06.2020 00:20,REISIUUDISED | Tallinna kerkib Hamptoni hotell,EkspressGrupp,Eesti Ekspress,,['välistööjõud'],['välismaala'],Kohver
"Samas on arusaadav fakt, et Reformierakond hakkab nüüd rahvusriiki lammutama ja Eestit multikultuurseks riigiks muutma.",MH,MH,J,J,18.02.2021 15:08,Liberaalne valitsus avas immigratsioonile uksed,UuedUudised,UuedUudised,Eesti,['paremäärmus'],['multikult'],
"Austraalia ei andnud julgeolekukaalutlustel nõusolekut 500 süüria põgeniku vastuvõtmiseks, kontrollides potentsiaalsete migrantide tausta enne nende teeleasumist Lähis-Ida pagulaslaagritest, teatas migratsiooniminister.",2,2,J,J,23.03.2017 09:09,Austraalia ei võtnud julgeolekukaalutlustel vastu 500 süüria põgenikku,UuedUudised,UuedUudised,Maailm,"['ränne', 'pagulased']","['migra', 'pagula', 'põgenik']",
"Võib-olla Venemaa tõesti kasutab neidsamu väiteid, mis EKRE, kuid see ei väära fakti, et Euroopa on massiimmigratsiooniga hädas, Lääne-Euroopas on tohutusuured moslemikogukonnad ja no-go-tsoonid, võõraid tuleb iga päev üle Vahemere ka talvetormides juurde, ning rändepakt kõneleb ainult sellest, kuidas sihtriigid oma ühiskonda migrantide järgi “ümberpühendama” peavad.“Ilmselt enamik EKRE lihtliikmeid ja toetajaid ei näe asja nii.",MH,MH,J,J,03.01.2019 09:15,Raul Rebane otsib ja leiab valimiste peaküsimuse EKRE mustamises,UuedUudised,UuedUudised,Eesti,"['ränne', 'rahvus']","['migra', 'rände', 'moslem']",
"Islamiterrorismiga pole midagi muud teha, kui selle kandjad hävitada.",MH,MH,J,J,15.12.2018 08:07,Kirjanik Ats Miller: kui lollus muutub jõhkraks,UuedUudised,UuedUudised,Arvamus,['rahvus'],['islam'],
Üks neist oli Argentinasse emigreerunud tsaariohvitseri mälestusteraamat.,MH,MH,J,J,15.03.2017 22:05,Konservatiivse Vene oligarhi kool lubab kasvatada tulevase tsaaririigi eliiti,EkspressGrupp,Eesti Päevaleht,,['ränne'],['migre'],
"Massimigratsioon Euroopasse pole iseeneslik protsess, vaid on väga täpselt planeeritud EL poliitika.",3,3,J,J,16.01.2021 04:46,rahvasteränne matab meid enda alla,UuedUudised,UuedUudised,Arvamus,['ränne'],['migra'],
"Igastahes hiljutises uudises Svaasimaa muutmisest eSwatiniks märgiti, et Svaasimaa elanikkonnast on HIV-viirusega nakatunud 26,5%.Ja sellises olukorras väidab WHO, et migrandid ei nakata eurooplasi, vaid saavad haigused pigem siit – selliste libauudiste ja väärinfo peale jääb vaid tõdeda, et ka Eesti peaks vaatama üle oma kuuluvuse paljudes rahvusvahelistes organisatsioonides, kes on saanud vasakliberaalide tööriistaks.",MH,MH,J,J,21.01.2019 17:28,WHO valetab maailmale jõhkralt ja seda ideoloogilistel kaalutlustel,UuedUudised,UuedUudised,Maailm,['ränne'],['migra'],
"Samuti on ilmunud sarnased reklaamid Liibanoni ajalehtedes, kus üritatakse heidutada võimalikke Süüria põgenikke.",3,3,J,J,26.11.2015 19:00,Norra pani Afganistani lehtedesse migratsioonivastased reklaamid,UuedUudised,UuedUudised,Maailm,['pagulased'],['põgenik'],
"Kolumnist ei näe olulist lõhet – ühel pool eesti rahvuslus, rahvusriiklus, traditsiooniline heteroseksuaalne pere, massimigratsiooni tõrjumine, iseotsustamine, ning teisel pool homoagenda, LGBT, marufeminism, multikultuursus, avatus kõigile võõrastele, eestlase staatuse kinkimine, globalism.",MH,MH,J,J,10.05.2019 12:19,Täiesti rahuliku Eesti emissari Andrus Karnau retoorikaga vürtsitatud ühepajatoidust,UuedUudised,UuedUudised,Eesti,"['ränne', 'paremäärmus']","['migra', 'globalism', 'multikult']",
"Kriminaalkaristus:Järgmised tegevused loetakse kuriteoks ja need on karistatavad raskendavatel asjaoludel:a) Vihakuritegu, nagu see on defineeritud osas 1(c)b) Vägivalla õhutamine grupi, nagu see on defineeritud osas 1(a), vastu.c) Grupi vastu suunatud laim, nagu see on defineeritud osas 1(b).d) Totalitaarsete ideoloogiate, ksenofoobia või antisemitismi ühene heakskiit.e) Holokausti avalik eitamine või eitamise avalik heakskiit.f) Ükskõik millise teise rahvusvahelise kriminaalkohtu või –kriminaaltribunali poolt genotsiidiks tunnistatud kuriteo avalik heakskiit või eitamine.",MH,MH,J,J,10.06.2016 20:02,Brüsselis on välja hautud õõvastav inimeste suukorvistamise direktiiv,UuedUudised,UuedUudised,Maailm,['paremäärmus'],['ksenofoob'],
"La Manche´i väinas peeti kinni alused, mille pardal oli 71 ebaseaduslikku sisserändajat, teatasid neljapäeval Prantsusmaa ja Suurbritannia võimuesindajad.",3,3,J,J,27.12.2019 07:55,Kontrollimatu massimigratsioon kogub jõudu,UuedUudised,UuedUudised,Maailm,['ränne'],['rända'],
"Aafriklased, keda veel 15 aasta eest Tallinnas harva kohtas, on nüüd tänavapildis kindlalt sees ja sellise arengu jätkudes tuleb kapol varsti võidelda samade hädadega, millega võitleb Rootsi säpo ehk Lähis-Ida klannide granaadikultuuriga.",2,2,J,J,13.09.2021 08:30,Kapo peadirektor esitleb vaheldumisi hoiatavat infot ja poliitkorrektseid luulusid,UuedUudised,UuedUudised,Arvamus,['rahvus'],['aafrikla'],
Kiewieti sõnul ei jahi Hollandi odinlased spetsiaalselt araabia varjupaigataotlejaid.,3,3,J,J,21.07.2016 10:48,Hollandi odinlased: andsime politseile üle naisi ahistanud varjupaigataotleja. Politsei: leidsime väärkoheldud mehe,EkspressGrupp,Delfi,,['pagulased'],['varjupaigataotl'],
"“Täpsed üksikasjad tuleb veel avalikustada, kuid peagi kuulutatakse välja EL-i rahastamispakett, mis aitab Türgil, Liibanonil ja Jordaanial põgenike eest hoolitseda,” teatas The Times.",4,4,J,J,08.04.2021 08:30,Euroopa Liit maksab Türgile rändekriisi taas kinni,UuedUudised,UuedUudised,Maailm,['pagulased'],['põgenik'],
"Ka meie põhiseaduses on öeldud, et on teatud aspektid ja teatud olukorrad, kus justkui ebavõrdne kohtlemine on õigustatud.”Tegelikult on Maris Lauril õigus – Põhiseaduse preambuli sõnad “…mis peab tagama eesti rahvuse ja kultuuri säilimise läbi aegade” seavadki eestlased nende rahvusriigis esikohale ja seega on näiteks mööda maailma tormavatele rändlejatele käe ette panemine küll inimkonna mõttes ebavõrdne kohtlemine, kuid Eesti rahvusriigi osas täiesti õigustatud.",3,3,J,J,23.02.2021 07:22,"Justiitsminister Maris Lauri andis avalikult teada, et mõned tippametnikud on võrdsetest võrdsemad",UuedUudised,UuedUudised,Eesti,['ränne'],['rändle'],
"45 protsenti mitte-eestlastest suhtub NATO kohaolekusse eitavalt.” Kas on vaja veel mingeid tõestusi, kui vajalik on see seadus Eestile?11.",MH,MH,J,J,11.06.2019 13:19,"Põhiseadus on muudetud liberaalide lüpsilehmaks, kus ainsana loeb vaid võrdsuspõhimõte",UuedUudised,UuedUudised,Eesti,['mittekodanikud'],['mitte-eestla'],
Isamaa ränderaamistiku-tramburaid valitsuses ei ole vaja pikemalt meenutadagi.,MH,MH,J,J,19.12.2018 22:05,"Peeglike, peeglike seinal, kes on Eesti parim konservatiiv?",EkspressGrupp,Eesti Päevaleht,,['ränne'],['rände'],
"Loomisel on kaks fookusgruppi, mille eesmärgiks on arutada, kuidas luua rassismivastast tudengiühendust.",MH,MH,J,J,17.10.2019 10:01,Absurd kogub hoogu ehk “õige” rassism: valged tudengid ei tohi osa võtta rassismivastasest võitlusest,UuedUudised,UuedUudised,Maailm,['rass'],['([\\W ]|^)rass'],
"Kui see oleks parim, mis eestlastel on välja panna, oleks ammu aeg nii lootusetust paigast emigreeruda.",MH,MH,J,J,21.01.2019 12:13,Ats Miller: maskoti dekonstruktsioon,UuedUudised,UuedUudised,Arvamus,['ränne'],['migre'],
"Globalism lõhub ja lammutab rahvusi ja rahvuskultuure, sest tegu on teatud kultuurilise imperialismiga, kultuurisõjaga, kui soovite.",MH,MH,J,J,04.09.2016 07:36,Urmas Espenberg: Globalismi ja rahvusluse leppimatu heitlus,UuedUudised,UuedUudised,Arvamus,['paremäärmus'],['globalism'],
"Mitte-eestlaste tervisestatistika puhul tasub märkida, et Ida-Virumaast veelgi rohkem pikaajaliste haigustega inimesi elab Põlva- ja Võrumaal, kus samuti nagu Ida-Virumaalgi on kehvem sotsiaal-majanduslik olukord.",MH,MH,J,J,05.03.2021 00:05,Eesti venelastel on süsteemse ebavõrdsuse tõttu suurem koroonaoht,EkspressGrupp,Eesti Päevaleht,,['mittekodanikud'],['mitte-eestla'],Anette Parksepp; Roman Starapopov
"Hispaanias kanda kinnitanud araablased parandasid aga üsna oluliselt oliivide kasvatuse, oliiviõli pressimise ja oliivide marineerimise tehnoloogiaid.",4,4,J,J,20.08.2020 09:13,Aceitunas Andalucķa: roomlasedki pidasid just Hispaaniast tulnud oliiviõli kõige paremaks,EkspressGrupp,UuedUudised,,['rahvus'],['araabla'],"Martin Hanson, toimetaja"
Massisisserände tõkestamine on EKRE üks olulisemaid põhimõtteid ja ettevõtjatele järele andes seda ei saavuta.,3,3,J,J,20.05.2020 12:13,Riike muutev massimigratsioon algabki maasikapõllult,UuedUudised,UuedUudised,Arvamus,['ränne'],['rände'],
"Tulemusena võeti vastu keeruka ja pika nimetusega seadus, mis lubab isehakanud vabariikides tegutseda üksnes „traditsioonilistel religioonidel“ – õigeusul, islamil, judaismil ja kreekakatoliku kirikul.",MH,MH,J,J,12.08.2017 07:14,"Impeeriumi killud. Passid, humanitaarabi ja udune tulevik: Donetski igapäevaelu 2017. aastal",EkspressGrupp,Delfi,,['rahvus'],['islam'],
"Varem kogunesid migranttöölised linna peatee äärde, kust neid veokites kell neli hommikul põldudele või ehitusele viidi.",3,3,J,J,02.05.2020 06:04,Rändepakti tagajärjed: migrantide olukord Lõuna-Itaalias on erimeetmete tõttu iseäranis ränk,UuedUudised,UuedUudised,Maailm,['ränne'],['migra'],
Seal võtsid murelikud kodanikud joobekahtlusega ukrainlase autovõtmed kuni politsei saabumiseni hoiule.,MH,MH,J,J,16.06.2019 05:05,Võõrtööjõu massilise sissevooluga kasvab ka kuritegevus: riik saadab aastas ligi pool tuhat kolmanda riigi kodanikku Schengenist välja,EkspressGrupp,Delfi,,['rahvus'],['ukrainla'],
